MODEL	MAINEFFS	SIZE	LOG-LIKELIHOOD
5864	-1;63;1087;2649;3060;3134;4906;5903;5921;6675	10	0
5865	-1;63;1087;2649;3060;4906;5903;5921;6459;6675	10	0
5866	-1;63;1087;2649;4906;5903;5921;6459;6675	9	0
5867	-1;63;1087;2649;4906;5903;5921;6459	8	0
5868	-1;63;1087;2649;4906;5903;5921;6059;6459	9	0
5869	-1;63;1087;2649;4906;5903;6059;6459	8	0
5870	-1;63;1087;2649;4906;5903;6459	7	0
5871	-1;63;1087;2649;4448;4906;5903;6459	8	0
5872	-1;63;1087;2649;4448;4906;5903;5947;6459	9	0
5873	-1;63;1087;2649;4448;4906;5903;5947;6459	9	0
5874	-1;63;1087;4448;4906;5739;5903;5947;6459	9	0
5875	-1;63;1087;4448;4906;5903;5947;6459	8	0
5876	-1;63;1087;2846;4448;4906;5903;5947;6459	9	0
5877	-1;63;997;2846;4448;4906;5903;5947;6459	9	0
5878	-1;63;997;2846;4448;4906;5903;5947;6350;6459	10	0
5879	-1;63;997;2846;4875;4906;5903;5947;6350;6459	10	0
5880	-1;63;997;1042;2846;4875;4906;5903;5947;6350;6459	11	0
5881	-1;63;1042;2846;4875;4906;5903;5947;6350;6459	10	0
5882	-1;63;1042;2846;4875;4906;5122;5903;5947;6350	10	0
5883	-1;63;1042;2846;4875;4906;5122;5947;6350	9	0
5884	-1;63;1042;2846;2893;4906;5122;5947;6350	9	0
5885	-1;63;1042;2846;2893;4906;5122;5151;5947;6350	10	0
5886	-1;63;1042;2846;2893;4906;5122;5151;5947;6350	10	0
5887	-1;63;887;1042;2846;2893;4906;5151;5947;6350	10	0
5888	-1;63;887;1042;2846;2893;4906;5151;5947;6350	10	0
5889	-1;63;1042;2846;2893;4906;5151;5947;6350	9	0
5890	-1;63;1042;2846;2893;4906;5947;6350	8	0
5891	-1;63;1042;2846;2893;3122;4906;5947;6350;1042 3122	10	0
5892	-1;63;1042;2846;3002;3122;4906;5947;6350;1042 3122	10	0
5893	-1;63;1042;1808;3002;3122;4906;5947;6350;1042 3122	10	0
5894	-1;63;1042;3002;3122;4906;5947;5959;6350;1042 3122	10	0
5895	-1;63;1042;3002;3122;4906;5947;5959;6350	9	0
5896	-1;63;1042;2371;3002;3122;4906;5947;5959;6350	10	0
5897	-1;63;1042;2371;3002;3122;4906;5947;5959	9	0
5898	-1;1042;2371;3002;3122;4906;5030;5947;5959	9	0
5899	-1;683;1042;3002;3122;4906;5030;5947;5959	9	0
5900	-1;683;3002;3122;4906;5030;5510;5947;5959	9	0
5901	-1;683;3122;4906;5030;5510;5947;5959	8	0
5902	-1;683;3122;4906;5030;5510;5947;5959;6234	9	0
5903	-1;683;2557;3122;4906;5030;5947;5959;6234	9	0
5904	-1;683;2557;4699;4906;5030;5947;5959;6234	9	0
5905	-1;683;2557;4699;5030;5947;5959;6234	8	0
5906	-1;683;2557;3330;5030;5947;5959;6234	8	0
5907	-1;683;1027;2557;3330;5030;5947;5959	8	0
5908	-1;683;1027;2557;3330;5030;5959	7	0
5909	-1;683;1027;2557;3330;5959;6406	7	0
5910	-1;683;1027;2557;2590;3330;5959;6406	8	0
5911	-1;1027;2557;2590;3330;5959;6406	7	0
5912	-1;1027;2557;2590;2815;3330;5959;6406	8	0
5913	-1;1027;2557;2590;2815;3330;5519;6406	8	0
5914	-1;2557;2590;2815;3330;5519;5830;6406	8	0
5915	-1;2557;2815;3330;5519;5830;6290;6406	8	0
5916	-1;1892;2557;2815;3330;5519;5830;6290;6406	9	0
5917	-1;1892;2557;2815;3330;5519;5830;6046;6290;6406	10	0
5918	-1;1892;2557;2815;3330;4029;5519;5830;6046;6406	10	0
5919	-1;1892;2557;2815;3330;4029;4725;5519;5830;6046;6406	11	0
5920	-1;1892;2557;2815;3330;4029;4725;5519;5610;6046;6406	11	0
5921	-1;1892;2557;2815;3330;4029;4725;5519;6046;6355;6406	11	0
5922	-1;2557;2815;3330;4029;4725;5519;6046;6355;6406	10	0
5923	-1;843;2557;2815;3330;4029;4725;5519;6046;6355;6406	11	0
5924	-1;843;2815;3330;4029;4725;5519;6046;6244;6355;6406	11	0
5925	-1;153;843;2815;3330;4029;4725;5519;6244;6355;6406	11	0
5926	-1;153;843;2815;3330;3399;4029;4725;6244;6355;6406	11	0
5927	-1;153;843;2815;3330;3399;4029;4725;6244;6291;6355;6406	12	0
5928	-1;153;843;2096;2815;3330;3399;4029;4725;6244;6291;6355;6406	13	0
5929	-1;153;843;1876;2096;3330;3399;4029;4725;6244;6291;6355;6406	13	0
5930	-1;153;843;1876;2096;3330;3399;4029;4725;6244;6291;6355	12	0
5931	-1;153;843;2096;2290;3330;3399;4029;4725;6244;6291;6355	12	0
5932	-1;153;843;1372;2096;2290;3330;4029;4725;6244;6291;6355	12	0
5933	-1;153;843;1372;2096;2290;3330;4029;4725;4784;6244;6291;6355	13	0
5934	-1;153;843;1372;2096;2290;3330;4029;4725;4784;6244;6291;7202	13	0
5935	-1;153;843;1372;2096;2290;3330;4029;4725;6244;6291;7202	12	0
5936	-1;153;843;1372;2096;2290;3330;4029;4725;6244;6291;7202	12	0
5937	-1;153;843;1372;2096;2290;3330;4029;4382;4725;6291;7202	12	0
5938	-1;153;843;1372;2096;2290;3330;4029;4382;4725;5111;7202	12	0
5939	-1;153;1372;2096;2290;3330;4029;4382;4545;4725;5111;7202	12	0
5940	-1;153;1372;2096;2290;4029;4382;4545;4725;5111;7202	11	0
5941	-1;1372;2096;2290;4029;4382;4545;4725;5111;7202	10	0
5942	-1;1372;2096;2290;4029;4371;4545;4725;5111;7202	10	0
5943	-1;2096;2290;4029;4371;4545;4725;5111;7202	9	0
5944	-1;220;2096;2290;4029;4371;4545;4725;5111;7202	10	0
5945	-1;220;2096;2290;4029;4371;4725;5111;5960;7202	10	0
5946	-1;220;2096;2290;4029;4151;4725;5111;5960;7202	10	0
5947	-1;220;2096;2290;4151;4725;5111;5960;7202	9	0
5948	-1;220;2096;2290;4151;4725;5111;7202	8	0
5949	-1;220;2096;2102;2290;4151;4725;5111;7202	9	0
5950	-1;220;2096;2102;2290;2778;4725;5111;7202	9	0
5951	-1;220;1500;2096;2290;2778;4725;5111;7202	9	0
5952	-1;220;1351;1500;2096;2290;2778;4725;7202	9	0
5953	-1;220;1351;1500;2096;2290;2778;4725;5842	9	0
5954	-1;220;1351;1500;2290;2778;4725;5842	8	0
5955	-1;220;1351;1500;2290;2778;5842	7	0
5956	-1;220;1351;2290;2778;5842	6	0
5957	-1;220;1351;1821;2290;2778;5842	7	0
5958	-1;220;1821;2290;2778;3868;5842	7	0
5959	-1;220;1821;2290;2778;5842;6231	7	0
5960	-1;220;1821;2290;2778;5069;5842	7	0
5961	-1;220;1821;2290;2778;5842	6	0
5962	-1;220;2289;2290;2778;5842	6	0
5963	-1;220;2289;2778;5842;7037	6	0
5964	-1;220;2778;5730;5842;7037	6	0
5965	-1;220;1791;2778;5730;7037	6	0
5966	-1;1791;2778;3180;5730;7037	6	0
5967	-1;1791;2582;3180;5730;7037	6	0
5968	-1;1791;2144;2582;5730;7037	6	0
5969	-1;1791;2144;2582;5730;7037	6	0
5970	-1;1791;2144;2582;5730;7019	6	0
5971	-1;1791;2144;2582;4303;5730;7019	7	0
5972	-1;1791;2144;2582;4303;5730;7316	7	0
5973	-1;1791;2144;2582;4031;4303;5730;7316	8	0
5974	-1;1791;2144;2582;4031;4303;5277;5730;7316	9	0
5975	-1;1791;2144;2743;4031;4303;5277;5730;7316	9	0
5976	-1;2144;2743;4031;4303;5277;5730;5971;7316	9	0
5977	-1;2144;2743;3427;4031;5277;5730;5971;7316	9	0
5978	-1;2144;2743;3427;4031;5277;5730;7316	8	0
5979	-1;2743;3427;4031;5277;5730;7316	7	0
5980	-1;2743;3427;3722;4031;5277;5730;7316	8	0
5981	-1;2228;2743;3427;3722;5277;5730;7316	8	0
5982	-1;2228;2743;3289;3427;3722;5730;7316	8	0
5983	-1;2228;2743;3289;3427;3722;4580;5730;7316	9	0
5984	-1;1161;2228;2743;3289;3427;3722;4580;5730	9	0
5985	-1;1161;2228;2743;3289;3427;3734;4580;5730	9	0
5986	-1;83;2228;2743;3289;3427;3734;4580;5730	9	0
5987	-1;83;2228;2743;3427;3734;3792;4580;5730	9	0
5988	-1;83;2228;2458;2743;3734;3792;4580;5730	9	0
5989	-1;83;98;2228;2458;2743;3734;3792;4580;5730	10	0
5990	-1;83;98;2228;2458;2743;3734;3792;4087;4580;5730	11	0
5991	-1;83;98;2228;2458;2743;3734;3792;4087;4580;5730;7081	12	0
5992	-1;98;2228;2458;2743;3734;3792;4087;4580;5730;6512;7081	12	0
5993	-1;98;2228;2458;2743;3734;3792;3862;4580;5730;6512;7081	12	0
5994	-1;2228;2458;2743;3734;3792;3862;4580;5730;6407;6512;7081	12	0
5995	-1;435;2228;2458;2743;3734;3792;3862;4580;5730;6407;6512;7081	13	0
5996	-1;435;2228;2458;2743;3734;3792;3862;4580;5730;6407;6512;7081;2228 4580	14	0
5997	-1;435;2228;2458;2743;3734;3792;3862;4580;5459;6407;6512;7081;2228 4580	14	0
5998	-1;435;2228;2458;2743;3734;3792;3862;4580;5459;6407;6512;7081;2228 4580;2458 2743	15	0
5999	-1;2228;2458;2743;3734;3792;3862;3870;4580;5459;6407;6512;7081;2228 4580;2458 2743	15	0
6000	-1;2228;2458;2743;3734;3792;3862;3870;4580;6407;6512;7081;7223;2228 4580;2458 2743	15	0
6001	-1;2228;2458;2743;3734;3792;3870;4580;6407;6512;7081;7223;2228 4580;2458 2743	14	0
6002	-1;2228;2458;2743;2815;3734;3792;3870;4580;6512;7081;7223;2228 4580;2458 2743	14	0
6003	-1;2228;2458;2743;2815;3734;3792;3870;4580;5815;6512;7081;7223;2228 4580;2458 2743	15	0
6004	-1;2228;2458;2743;2815;3734;3792;3870;4580;5639;5815;6512;7081;7223;2228 4580;2458 2743	16	0
6005	-1;2228;2458;2743;2815;3734;3792;3870;4580;5639;5815;7081;7223;2228 4580;2458 2743	15	0
6006	-1;2228;2458;2743;2815;3734;3792;3870;4580;5639;5815;7223;2228 4580;2458 2743	14	0
6007	-1;1774;2228;2458;2743;2815;3734;3792;3870;4580;5639;5815;7223;2458 2743	14	0
6008	-1;1774;2199;2228;2458;2743;2815;3734;3792;3870;5639;5815;7223;2458 2743	14	0
6009	-1;593;1774;2199;2228;2458;2743;2815;3734;3870;5639;5815;7223;2458 2743	14	0
6010	-1;593;1774;2199;2228;2458;2743;2815;3734;3870;5639;5815;7223;2458 2743	14	0
6011	-1;593;2199;2228;2458;2507;2743;2815;3734;3870;5639;5815;7223;2458 2743	14	0
6012	-1;593;2199;2228;2458;2743;2815;3391;3734;3870;5639;5815;7223;2458 2743	14	0
6013	-1;593;2199;2228;2458;2743;2815;3391;3734;3870;5639;5815;7223	13	0
6014	-1;593;2199;2228;2458;2743;2815;3391;3734;3870;5605;5815;7223	13	0
6015	-1;593;2199;2228;2392;2458;2743;2815;3391;3870;5605;5815;7223	13	0
6016	-1;593;2228;2392;2458;2743;2815;3237;3391;3870;5605;5815;7223	13	0
6017	-1;593;2228;2392;2743;2815;3237;3391;3870;5605;5815;7223	12	0
6018	-1;593;1296;2228;2392;2743;2815;3237;3391;5605;5815;7223	12	0
6019	-1;593;1296;2228;2743;2815;3237;3391;5605;5815;7223	11	0
6020	-1;593;1296;2743;2815;3237;3391;4641;5605;5815;7223	11	0
6021	-1;593;1296;2743;2815;3237;3391;3936;4641;5605;5815	11	0
6022	-1;1296;2743;2815;3237;3391;3936;4641;5605;5815;6486	11	0
6023	-1;1296;1613;2743;2815;3237;3391;3936;5605;5815;6486	11	0
6024	-1;1140;1296;1613;2743;2815;3237;3391;3936;5605;5815;6486	12	0
6025	-1;1140;1296;1613;2743;2815;3237;3391;3687;3936;5605;5815	12	0
6026	-1;660;1140;1296;1613;2743;2815;3237;3391;3687;3936;5605;5815	13	0
6027	-1;660;1140;1296;1613;2743;2815;3391;3687;3936;5605;5815;6907	13	0
6028	-1;660;1140;1296;1613;2743;2815;3391;3687;3936;5605;6907	12	0
6029	-1;660;1140;1296;1613;2743;2815;3391;3687;3936;4677;5605;6907	13	0
6030	-1;660;892;1140;1296;1613;2743;2815;3391;3687;3936;4677;5605;6907	14	0
6031	-1;660;1140;1296;1613;2743;2815;3391;3687;3936;4677;5605;6907	13	0
6032	-1;660;1140;1296;1613;2743;2815;3391;3687;3936;4154;4677;5605;6907	14	0
6033	-1;1140;1296;1613;2743;2815;3391;3687;3936;4154;4677;5605;6907	13	0
6034	-1;1140;1296;1613;2121;2743;2815;3391;3687;3936;4677;5605;6907	13	0
6035	-1;1140;1197;1296;1613;2121;2743;2815;3391;3687;3936;4677;5605;6907	14	0
6036	-1;1140;1197;1296;1613;2121;2743;2815;3391;3687;3936;4677;5605;7054	14	0
6037	-1;1140;1197;1296;1613;2121;2743;2815;3391;3687;3936;4677;5605;6919	14	0
6038	-1;1140;1197;1296;1613;2121;2743;2815;3391;3687;4677;5556;5605;6919	14	0
6039	-1;1140;1197;1296;1613;2121;2743;2815;3391;3687;4677;5556;5605;6919	14	0
6040	-1;1140;1197;1296;1613;2743;2815;3391;3687;4677;5468;5556;5605;6919	14	0
6041	-1;1140;1197;1296;1613;2743;2815;3391;3687;4677;5468;5605;6620;6919	14	0
6042	-1;1197;1296;1613;2743;2815;3391;3687;4677;5468;5605;6620;6919	13	0
6043	-1;1197;1296;1613;2743;2815;3391;3687;4677;5468;5605;5886;6620	13	0
6044	-1;1197;1296;2349;2743;2815;3391;3687;4677;5468;5605;5886;6620	13	0
6045	-1;1197;1296;1703;2349;2743;2815;3391;3687;4677;5468;5605;5886;6620	14	0
6046	-1;1197;1703;2349;2743;2815;3391;3687;4677;5468;5605;5886;6620	13	0
6047	-1;1197;1703;2349;2743;2815;3312;3391;3687;4677;5605;5886;6620	13	0
6048	-1;1197;1703;2349;2743;2815;3312;3391;3687;3962;4677;5605;5886	13	0
6049	-1;1197;1703;2349;2743;2815;3312;3391;3962;4677;5605;5886	12	0
6050	-1;843;1197;1703;2349;2743;2815;3312;3391;3962;4677;5605;5886	13	0
6051	-1;1197;1703;2349;2743;2815;3312;3391;3962;4642;4677;5605;5886	13	0
6052	-1;1197;1703;2349;2743;3312;3391;3962;4642;4677;5605;5886	12	0
6053	-1;1197;1703;2349;2743;3391;3962;4642;4677;5605;5886	11	0
6054	-1;1197;1703;2349;2743;3391;4642;4677;4787;5605;5886	11	0
6055	-1;1197;1703;2349;2743;3391;4642;4677;4787;5605;5886	11	0
6056	-1;1197;1703;2349;2743;3391;4642;4677;5605;5886;6510	11	0
6057	-1;1197;1703;2349;2743;4642;4677;5605;5886;6510	10	0
6058	-1;1197;2349;2743;4642;4677;5605;5886;6510	9	0
6059	-1;74;1197;2349;2743;4642;4677;5605;5886	9	0
6060	-1;74;1197;2349;2743;4642;4677;5605;5886	9	0
6061	-1;74;1197;2349;2743;4642;5605;5886;6746	9	0
6062	-1;74;1197;2349;2743;5605;5886;6746	8	0
6063	-1;74;1197;2349;2743;5605;5886	7	0
6064	-1;1197;2349;2743;5605;5886	6	0
6065	-1;1197;2349;2743;3433;5605	6	0
6066	-1;1197;2349;2743;3433;5605;6005	7	0
6067	-1;2349;2743;3433;5447;5605;6005	7	0
6068	-1;2349;2743;3433;5605;6005;6521	7	0
6069	-1;2349;2918;3433;5605;6005;6521	7	0
6070	-1;2349;2918;3433;4552;5605;6005;6521	8	0
6071	-1;2349;2918;3433;4552;5605;6005;6521;6803	9	0
6072	-1;2349;2918;3433;4552;5605;6005;6521	8	0
6073	-1;2349;2918;3433;4377;4552;5605;6005;6521	9	0
6074	-1;2349;3368;3433;4377;4552;5605;6005;6521	9	0
6075	-1;122;2349;3368;3433;4377;4552;6005;6521	9	0
6076	-1;122;2349;3368;3433;4377;4552;6005;6521;7175	10	0
6077	-1;122;2349;3433;4377;4494;4552;6005;6521;7175	10	0
6078	-1;122;2349;2708;3433;4377;4494;4552;6005;7175	10	0
6079	-1;122;2349;2708;3433;4377;4552;6005;7175	9	0
6080	-1;122;342;2708;3433;4377;4552;6005;7175	9	0
6081	-1;122;342;1912;2708;3433;4377;6005;7175	9	0
6082	-1;122;342;1912;2708;3433;4377;7175	8	0
6083	-1;122;342;406;1912;2708;3433;4377;7175	9	0
6084	-1;122;342;406;924;1912;2708;3433;4377	9	0
6085	-1;342;406;924;1912;2708;3433;4377	8	0
6086	-1;342;406;924;1912;2708;3433;4377	8	0
6087	-1;342;406;924;1161;2708;3433;4377	8	0
6088	-1;342;406;924;1161;1529;2708;3433	8	0
6089	-1;406;924;1161;1529;2708;3433	7	0
6090	-1;406;924;1161;1529;2084;2708;3433	8	0
6091	-1;406;924;1529;2084;2708;3433;5365	8	0
6092	-1;406;924;1529;2084;2708;3433;5365	8	0
6093	-1;406;924;1529;2708;3433;5365;7382	8	0
6094	-1;406;924;2708;3433;5365;7382	7	0
6095	-1;924;2708;3433;5365;5863;7382	7	0
6096	-1;924;2708;3433;4493;5365;7382	7	0
6097	-1;924;2551;2708;3433;4493;5365	7	0
6098	-1;924;1652;2551;3433;4493;5365	7	0
6099	-1;924;1652;2551;4493;4954;5365	7	0
6100	-1;924;1652;2551;4493;4954;5365	7	0
6101	-1;924;1652;2551;2859;4493;4954;5365	8	0
6102	-1;924;1652;2551;2859;3906;4493;4954	8	0
6103	-1;924;2551;2859;3906;4493;4954;6420	8	0
6104	-1;924;2551;2859;3313;3906;4493;6420	8	0
6105	-1;924;2551;2859;3906;4493;6420	7	0
6106	-1;924;2551;2859;4493;6420	6	0
6107	-1;602;924;2551;2859;4493	6	0
6108	-1;602;924;2859;4493;5079	6	0
6109	-1;602;924;2859;4493	5	0
6110	-1;602;924;2859;4970	5	0
6111	-1;602;924;2859	4	0
6112	-1;401;602;924;2859	5	0
6113	-1;401;602;924;1179;2859	6	0
6114	-1;401;924;1179;1423;2859	6	0
6115	-1;401;924;1179;1423;3654	6	0
6116	-1;401;924;1179;1423;1509	6	0
6117	-1;401;582;1179;1423;1509	6	0
6118	-1;582;1179;1423;1509;5144	6	0
6119	-1;582;1179;1423;1509;5144;6576	7	0
6120	-1;582;1179;1423;1509;5144;5464	7	0
6121	-1;582;1423;1509;2996;5144;5464	7	0
6122	-1;582;791;1423;1509;2996;5144;5464	8	0
6123	-1;582;791;1423;1509;2996;5464	7	0
6124	-1;582;791;1423;1509;2996;4463	7	0
6125	-1;582;1423;1509;2909;2996;4463	7	0
6126	-1;582;1423;1509;2909;4463;5674	7	0
6127	-1;582;1423;1509;2909;4463;4681;5674	8	0
6128	-1;582;1423;1509;4463;4681;5674	7	0
6129	-1;582;1423;1509;3486;4463;4681;5674	8	0
6130	-1;582;1423;1509;3486;3862;4463;4681;5674	9	0
6131	-1;582;1055;1509;3486;3862;4463;4681;5674	9	0
6132	-1;582;1055;1509;3486;3862;4463;4681;4840;5674	10	0
6133	-1;582;1055;1509;3862;4463;4681;4840;5674	9	0
6134	-1;1055;1509;2751;3862;4463;4681;4840;5674	9	0
6135	-1;65;1055;1509;2751;3862;4463;4681;5674	9	0
6136	-1;48;1055;1509;2751;3862;4463;4681;5674	9	0
6137	-1;48;454;1055;1509;2751;3862;4463;4681	9	0
6138	-1;48;454;1055;1509;2751;3862;4463;4681;5234	10	0
6139	-1;48;454;1055;1509;2751;3862;4463;4681;5234;454 1055	11	0
6140	-1;454;1055;1509;2751;3862;4080;4463;4681;5234;454 1055	11	0
6141	-1;454;1055;1509;2751;3862;4080;4463;4489;4681;5234;454 1055	12	0
6142	-1;454;1055;1509;2751;3862;4080;4463;4489;4681;5234;5982	12	0
6143	-1;454;1055;1509;2751;3862;4080;4463;4489;5234;5982	11	0
6144	-1;454;1055;1509;2751;3862;4080;4489;5234;5982;6929	11	0
6145	-1;454;1055;1155;1509;2751;3862;4080;5234;5982;6929	11	0
6146	-1;454;1055;1155;1774;2751;3862;4080;5234;5982;6929	11	0
6147	-1;454;1055;1155;1774;2751;3862;4080;5234;5982	10	0
6148	-1;454;1155;1774;2751;3862;4080;5234;5982	9	0
6149	-1;454;1155;1774;2751;3862;4730;5234;5982	9	0
6150	-1;454;1155;1774;2751;3862;4730;5234;5982;6133	10	0
6151	-1;454;1072;1155;1774;3862;4730;5234;5982;6133	10	0
6152	-1;454;1072;1155;1774;3862;4730;4985;5234;6133	10	0
6153	-1;454;1072;1155;1774;3862;4730;4985;5234;6629	10	0
6154	-1;74;454;1072;1155;1774;4730;4985;5234;6629	10	0
6155	-1;74;454;1072;1155;1774;4730;4985;5234	9	0
6156	-1;74;1072;1155;1774;4215;4730;4985;5234	9	0
6157	-1;74;1072;1774;2110;4215;4730;4985;5234	9	0
6158	-1;74;1072;1774;2110;4215;4730;4985;5234;7014	10	0
6159	-1;1072;1774;2110;4215;4730;4985;5234;5617;7014	10	0
6160	-1;1072;1774;4215;4730;4985;5234;5617;7014	9	0
6161	-1;1072;1774;4215;4730;5234;5617;7014	8	0
6162	-1;1774;4215;4730;5234;5617;7014	7	0
6163	-1;4215;4730;5234;5617;7014	6	0
6164	-1;4215;4730;5234;5617;6114;7014	7	0
6165	-1;4215;4730;5234;5617;6114;7014	7	0
6166	-1;4215;4730;4878;5234;5617;6114;7014	8	0
6167	-1;4215;4730;4878;5234;5617;7014	7	0
6168	-1;333;4215;4730;4878;5234;7014	7	0
6169	-1;333;4215;4730;4878;5234;7014;7235	8	0
6170	-1;1893;4215;4730;4878;5234;7014;7235	8	0
6171	-1;1893;4215;4730;4878;7014;7235	7	0
6172	-1;1369;4215;4730;4878;7014;7235	7	0
6173	-1;1369;2410;4215;4730;4878;7235	7	0
6174	-1;524;1369;2410;4215;4730;4878;7235	8	0
6175	-1;524;1369;1392;4215;4730;4878;7235	8	0
6176	-1;524;1369;1392;1998;4215;4730;4878;7235	9	0
6177	-1;524;1369;1392;1998;4215;4730;4878;7235	9	0
6178	-1;524;1392;1998;4215;4730;4878;5731;7235	9	0
6179	-1;524;795;1392;1998;4215;4730;4878;5731;7235	10	0
6180	-1;524;795;1392;1923;1998;4215;4878;5731;7235	10	0
6181	-1;524;795;1392;1923;1998;4215;4483;4878;7235	10	0
6182	-1;524;795;876;1392;1923;1998;4215;4483;4878;7235	11	0
6183	-1;524;795;876;1923;1998;4027;4215;4483;4878;7235	11	0
6184	-1;402;524;795;876;1923;1998;4027;4483;4878;7235	11	0
6185	-1;402;524;795;876;1923;1998;4027;4483;4878;5992	11	0
6186	-1;402;524;876;1923;1998;4027;4483;4878;5992	10	0
6187	-1;402;524;1923;1998;2258;4027;4483;4878;5992	10	0
6188	-1;402;524;1923;2258;3181;4027;4483;4878;5992	10	0
6189	-1;524;1923;2258;3181;4027;4483;4878;5992	9	0
6190	-1;524;1923;2258;4027;4483;4878;5992	8	0
6191	-1;178;524;1923;2258;4027;4483;4878;5992	9	0
6192	-1;178;524;1923;2545;4027;4483;4878;5992	9	0
6193	-1;178;524;1923;2545;3614;4027;4878;5992	9	0
6194	-1;178;524;1923;2545;4027;4878;5198;5992	9	0
6195	-1;178;524;1923;2545;4027;4878;5198	8	0
6196	-1;178;1923;2545;4027;4878;5198	7	0
6197	-1;178;1923;2545;2849;4027;4878;5198	8	0
6198	-1;178;1923;2545;2849;4027;5198	7	0
6199	-1;178;2545;2849;4027;5198;6473	7	0
6200	-1;178;2545;4027;5198;6473	6	0
6201	-1;178;780;2545;4027;5198;6473	7	0
6202	-1;178;780;2545;4027;5198;6039;6473	8	0
6203	-1;178;780;4027;5198;6039;6473	7	0
6204	-1;780;4027;5198;5200;6039;6473	7	0
6205	-1;780;2855;4027;5200;6039;6473	7	0
6206	-1;780;2855;4027;5200;6039;6473;6039 6473	8	0
6207	-1;780;2855;5200;6039;6112;6473;6039 6473	8	0
6208	-1;780;2855;4019;5200;6039;6112;6473;6039 6473	9	0
6209	-1;780;2855;4019;5200;6039;6473;6039 6473	8	0
6210	-1;780;2855;4019;5068;5200;6039;6473;6039 6473	9	0
6211	-1;780;1293;4019;5068;5200;6039;6473;6039 6473	9	0
6212	-1;780;4019;5068;5200;6039;6473;6039 6473	8	0
6213	-1;780;3219;5068;5200;6039;6473;6039 6473	8	0
6214	-1;780;1666;3219;5068;5200;6039;6473;6039 6473	9	0
6215	-1;780;1666;3219;5200;6039;6473;6039 6473	8	0
6216	-1;544;1666;3219;5200;6039;6473;6039 6473	8	0
6217	-1;544;1666;3219;4803;5200;6039;6473	8	0
6218	-1;544;3219;4803;5200;6039;6473;6986	8	0
6219	-1;544;3219;4803;5200;5530;6039;6473	8	0
6220	-1;544;1810;3219;4803;5530;6039;6473	8	0
6221	-1;544;1810;3219;4803;5078;5530;6039;6473	9	0
6222	-1;544;1810;3219;4803;5078;5530;6039	8	0
6223	-1;544;3219;4803;5078;5530;6039	7	0
6224	-1;544;3219;4803;5530;6039	6	0
6225	-1;544;3219;4682;4803;5530;6039	7	0
6226	-1;544;2135;3219;4682;4803;5530;6039	8	0
6227	-1;544;2135;3219;4682;4803;5530;6544	8	0
6228	-1;544;3219;4682;4803;5530;6544;6569	8	0
6229	-1;544;3219;4283;4682;4803;5530;6544;6569	9	0
6230	-1;544;1846;3219;4283;4682;4803;5530;6544;6569	10	0
6231	-1;544;1846;3219;4283;4682;4803;5530;6544;6569;7297	11	0
6232	-1;544;1846;3219;4682;4803;5530;6544;6569;7297	10	0
6233	-1;544;763;1846;3219;4682;4803;5530;6544;6569;7297	11	0
6234	-1;544;763;1173;1846;3219;4682;4803;5530;6544;6569;7297	12	0
6235	-1;544;763;1846;3219;3305;4682;4803;5530;6544;6569;7297	12	0
6236	-1;544;763;1846;3219;3305;4803;5530;6544;6569;7297	11	0
6237	-1;544;763;1846;3219;3305;4803;5530;6544;7297	10	0
6238	-1;544;763;1846;3219;3305;4803;4850;5530;6544;7297	11	0
6239	-1;544;763;1846;3219;3305;4803;4850;5530;7297	10	0
6240	-1;544;1846;3219;3305;3602;4803;4850;5530;7297	10	0
6241	-1;544;1846;3219;3305;3602;4803;4850;7297	9	0
6242	-1;544;695;1846;3219;3305;3602;4803;4850;7297	10	0
6243	-1;544;695;3219;3305;3525;3602;4803;4850;7297	10	0
6244	-1;544;695;3219;3305;3525;3602;4803;4850;7297;544 4850	11	0
6245	-1;544;695;1154;3219;3305;3525;3602;4803;4850;7297	11	0
6246	-1;544;695;1154;3219;3305;3525;3602;4803;4850;7026;7297	12	0
6247	-1;544;695;1154;3219;3305;3525;3602;4803;4850;5387;7026	12	0
6248	-1;544;695;1154;1896;3219;3305;3602;4803;4850;5387;7026	12	0
6249	-1;544;695;1154;1896;3219;3305;3602;4803;4850;5387;5465	12	0
6250	-1;544;695;1154;1896;3219;3305;3602;4803;5387;5465	11	0
6251	-1;544;695;1154;1896;3305;3602;4803;5387;5465	10	0
6252	-1;544;695;1154;1606;1896;3305;3602;4803;5387;5465	11	0
6253	-1;544;695;1154;1896;3305;3602;3608;4803;5387;5465	11	0
6254	-1;544;1154;1896;3277;3305;3602;3608;4803;5387;5465	11	0
6255	-1;544;1154;1896;3148;3277;3305;3602;3608;4803;5387;5465	12	0
6256	-1;544;1154;1896;3148;3277;3305;3602;3608;4803;5387	11	0
6257	-1;544;1154;1358;1896;3277;3305;3602;3608;4803;5387	11	0
6258	-1;1154;1358;1896;3277;3305;3602;3608;4803;5117;5387	11	0
6259	-1;1154;1896;3277;3305;3602;3608;4803;5117;5387;6929	11	0
6260	-1;1154;1896;3277;3305;3602;4803;5117;5387;6929	10	0
6261	-1;1154;1896;3277;3305;3602;5117;5387;6929	9	0
6262	-1;1896;2941;3277;3305;3602;5117;5387;6929	9	0
6263	-1;2941;3277;3305;3602;4077;5117;5387;6929	9	0
6264	-1;840;2941;3277;3305;3602;4077;5117;6929	9	0
